"time{s}","T1\plot{N.m}","T2\plot{N.m}","Theta1\plot{rad}","Theta2\plot{rad}","RR\Omega1{rad/s}","RR\Omega2{rad/s}","X1\plot{m}","Y1\plot{m}","X2\plot{m}","Y2\plot{m}","Xe\plot{m}","Ye\plot{m}","RR\I1\state{N.m.s}","RR\I2\state{N.m.s}","MCC_IP1\Ia{A}","MCC_IP2\Ia{A}","MCC_IP1\Km\p2.T{N.m}","MCC_IP2\Km\p2.T{N.m}","ReferenciaTheta1\position","ReferenciaTheta2\position"
0.000411495236164482,26.2784384909767,0.945026646516424,8.83881054313008e-008,-2.46085603413473e-007,0.00560793234638906,-0.00154788767998877,0.0982999999999996,8.68855076389686e-009,0.282899999999998,1.73455470939697e-008,0.519999999999991,-4.10013494753641e-008,0.000680242193616993,-1.79554970878697e-005,11.6847904672589,0.0847893015728903,1.43722922747285,0.0104290840934655,0.25,0
0.00047485679144464,28.39717168743,1.02018847190328,5.40638701719481e-007,-3.56312422089861e-007,0.00873664487284216,-0.00193557313429614,0.0982999999999856,5.31447843790224e-008,0.282899999999961,1.324065079812e-007,0.519999999999946,4.79248327036962e-008,0.00105975502307575,-2.24526483578353e-005,12.6895273850047,0.0938545792623529,1.56081186835558,0.0115441132492694,0.25,0
0.000538218346724797,30.2222338618199,1.08518377076221,1.20369587906527e-006,-4.91844773310547e-007,0.0122528466430487,-0.00234588822834682,0.0982999999999288,1.18323304912087e-007,0.282899999999809,3.01697683248083e-007,0.51999999999978,1.85081287496157e-007,0.0014862702978018,-2.72123034488232e-005,13.5549962574389,0.102374032407523,1.66726453966498,0.0125920059861254,0.25,0
0.000601579902004954,31.7918619984045,1.14134899854095,2.10038448853484e-006,-6.53972568081447e-007,0.016102478475748,-0.00277433486926814,0.0982999999997832,2.06467795222823e-007,0.282899999999422,5.31123995209592e-007,0.519999999999371,3.76067099317492e-007,0.00195323063910823,-3.21822844835104e-005,14.2993293543062,0.110454853361923,1.75881751057966,0.0135859469635165,0.25,0
0.000664941457285112,33.1393353139505,1.1898446919875,3.25033554350477e-006,-8.43718023723984e-007,0.0202385042387659,-0.00321694077224201,0.0982999999994807,3.19507983925957e-007,0.282899999998618,8.25766098566476e-007,0.519999999998534,6.25720555141543e-007,0.0024549305641623,-3.73165129580073e-005,14.9383081113013,0.118182870947027,1.83741189769005,0.0145364931264843,0.25,0
0.000728303012565269,34.2935425637978,1.23167585314778,4.67035254533395e-006,-1.06186412444474e-006,0.0246201075228928,-0.00367020924593619,0.0982999999989279,4.59095655204659e-007,0.282899999997152,1.18997497333263e-006,0.519999999997018,9.38206989426833e-007,0.00298641904252689,-4.25744272528598e-005,15.4856321159734,0.125625714616898,1.90473275026473,0.0154519628978784,0.25,0
0.000791664567845426,35.2795705610388,1.26771311339881,6.37479140478091e-006,-1.30898367166007e-006,0.0292118583443536,-0.00413106791283302,0.0982999999980026,6.26641995085719e-007,0.282899999994697,1.6274700391508e-006,0.519999999994494,1.31711001060029e-006,0.0035433984171701,-4.7920387788863e-005,15.9531981400297,0.132836146963523,1.96224337122365,0.0163388460765133,0.25,0
0.000855026123125584,36.1193168927063,1.2987147755564,8.37595601431836e-006,-1.5854693647885e-006,0.0339828454995576,-0.00459681567464843,0.0982999999965518,8.23356476197867e-007,0.282899999990851,2.14144131524367e-006,0.519999999990553,1.76552652885247e-006,0.00412211915909633,-5.33230618259218e-005,16.3513906773147,0.13985555710735,2.01122105330971,0.0172022335242041,0.25,0
0.000918387678405741,36.8319168463929,1.32534207824346,1.06843739377948e-005,-1.89155689326536e-006,0.0389060720631737,-0.00506508157393301,0.0982999999943892,1.05027395806525e-006,0.282899999985119,2.73462057091804e-006,0.519999999984695,2.28613243152509e-006,0.00471930654126297,-5.87549462576229e-005,16.6892843170214,0.146716125229291,2.05278197099363,0.0180460834032028,0.25,0
0.000981749233685898,37.4339943879894,1.34816807073205,1.33089586996644e-005,-2.22734055469683e-006,0.0439580995881909,-0.00553379633329691,0.0982999999912941,1.30827064013838e-006,0.282899999976917,3.40932316310807e-006,0.519999999976328,2.88122071758988e-006,0.00533211748004756,-6.41920374662441e-005,16.9747628090476,0.153441819526829,2.08789582551285,0.0188733438018,0.25,0
0.00104511078896606,37.9399451484538,1.36768768233778,1.62571925523314e-005,-2.5927893654389e-006,0.0491186471936864,-0.0060011630566979,0.0982999999870098,1.59808202782378e-006,0.282899999965565,4.16749518695149e-006,0.519999999964768,3.55274482840661e-006,0.00595809190459416,-6.96134914576956e-005,17.21465325923,0.160049695617056,2.11740235088529,0.0196861125608979,0.25,0
0.00110847234424621,38.3622921806132,1.38433045167158,1.9535356017586e-005,-2.9877658375333e-006,0.0543700880036732,-0.00646562344854571,0.0982999999812429,1.92032549640656e-006,0.282899999950286,5.01077272656988e-006,0.519999999949228,4.30237344649179e-006,0.00659509167484556,-7.50012320031302e-005,17.4148947180896,0.166551725083488,2.14203205032502,0.020485862185269,0.25,0
0.00117183389952637,38.7119771408888,1.39847090061615,2.3148716063441e-005,-3.41204231505312e-006,0.0596970364271178,-0.00692582824079426,0.0982999999736623,2.27551878883302e-006,0.282899999930204,5.94053040694255e-006,0.519999999928824,5.13153517404503e-006,0.00724125051860939,-8.03396075932135e-005,17.5806763343703,0.172956172458764,2.16242318912755,0.021273609212428,0.25,0
0.00123519545480653,38.9985502433444,1.41043521486177,2.71016488578114e-005,-3.86531341647055e-006,0.0650860789797169,-0.00738061409723425,0.0982999999638994,2.66409208239673e-006,0.282899999904344,6.9579130249314e-006,0.519999999902573,6.04144721388852e-006,0.00789494138023966,-8.56151235279173e-005,17.7165274162314,0.179268244076494,2.17913287219646,0.0220499940214087,0.25,0
0.00129855701008668,39.2302843056194,1.42050524635104,3.13977134243264e-005,-4.3472035720099e-006,0.0705256126994892,-0.00782898941510728,0.0982999999515471,3.08639522910418e-006,0.282899999871628,8.06385452718488e-006,0.519999999869387,7.03313256026458e-006,0.00855475682044804,-9.08162772152445e-005,17.826371490887,0.185490453187829,2.1926436933791,0.022815325742103,0.25,0
0.00136191856536684,39.4143585488326,1.42892501175071,3.60397703650083e-005,-4.85727820249805e-006,0.0760055846968687,-0.00827011353449145,0.0982999999361608,3.5427094261134e-006,0.282899999830877,9.25910862203694e-006,0.51999999982808,8.10744796022917e-006,0.00921947742373018,-9.59333170001008e-005,17.9136134641714,0.191623345962813,2.20337445609308,0.023569671553426,0.25,0
0.001425280120647,39.5570259101912,1.43590659872746,4.10300899409768e-005,-5.39505404677458e-006,0.0815172550492964,-0.0087032774240169,0.0982999999172575,4.03325784006638e-006,0.282899999780816,1.05442766439903e-005,0.519999999777365,9.26510932950623e-006,0.00988804303747965,-0.000100958018118596,17.9812189635189,0.197666136199597,2.21168993251282,0.0243129347525504,0.25,0
0.00148864167592716,39.6637385247748,1.4416345735976,4.63704331328482e-005,-5.96000728875455e-006,0.087053018961536,-0.00912788826255409,0.0982999998943168,4.55821357532546e-006,0.282899999720065,1.19198284433082e-005,0.519999999715854,1.05067107151529e-005,0.0105595312000343,-0.000105883503845627,18.0317738384214,0.203617118815232,2.21790818212583,0.0250449056142735,0.25,0
0.00155200323120731,39.7392451497205,1.44626938577551,5.2062114583942e-005,-6.55158015331796e-006,0.092606268657333,-0.00954345672833793,0.0982999998667807,5.11770586128961e-006,0.282899999647148,1.33861186002002e-005,0.51999999964206,1.18327389458596e-005,0.0112331403881345,-0.00011070409804872,18.0675303597413,0.209473940973652,2.22230623424819,0.0257652947397592,0.25,0
0.00161536478648747,39.7876698016742,1.44995010978104,5.81060534040716e-005,-7.16918630065386e-006,0.0981712818942971,-0.009949586499071,0.0982999998340542,5.71182504640609e-006,0.282899999560491,1.49433995102737e-005,0.519999999554398,1.32435854384033e-005,0.0119081764937782,-0.000115415203389224,18.0904445106032,0.215233804089538,2.2251246748042,0.0264737579030132,0.25,0
0.00174208789704778,39.8171848636345,1.45491749631803,7.12527503124616e-005,-8.48004731818704e-006,0.109317373067697,-0.0107323366964038,0.0982999997504677,7.00414534978836e-006,0.282899999339173,1.83315219819802e-005,0.519999999330647,1.63209027628621e-005,0.0132601973531116,-0.000124495105678284,18.1043439458795,0.226450542222824,2.22683430534318,0.0278534166934073,0.25,0
0.0018688110076081,39.775757029158,1.45732539569126,8.58118885092865e-005,-9.88753351918934e-006,0.120459005838729,-0.0114744230942593,0.0982999996380751,8.43530863011037e-006,0.282899999041602,2.20846664674468e-005,0.519999999030012,1.97403322700852e-005,0.0146116774082378,-0.000133103307893408,18.0846055247615,0.237243091479174,2.22440647954567,0.0291809002519384,0.25,0
0.00199553411816841,39.6812052838513,1.45777127291877,0.000101781308503582,-1.13864328065296e-005,0.13157190628075,-0.0121750157399135,0.0982999994908338,1.00051026086275e-005,0.282899998651789,2.62023908539768e-005,0.519999998636419,2.3502667635607e-005,0.015959672231855,-0.000141230182582996,18.0396808669867,0.247589578138917,2.21888074663936,0.0304535181110868,0.25,0
0.00213040881288252,39.5372877946799,1.4565954408506,0.000120321798107708,-1.30762571997241e-005,0.143347820881545,-0.0128749387372739,0.098299999288439,1.18276327254489e-005,0.282899998115989,3.09842211426548e-005,0.519999998095718,2.78838405606886e-005,0.0173880906729314,-0.000149349289352377,17.9713485334245,0.258091674502621,2.21047586961122,0.0317452759638224,0.25,0
0.00226528350759662,39.3606401120028,1.45411671416467,0.00014044606436714,-1.48573274841034e-005,0.155054568553972,-0.0135281683093279,0.0982999990305115,1.38058480819029e-005,0.28289999743321,3.61757438160361e-005,0.519999997407041,3.26530714696848e-005,0.0188081191655969,-0.000156926752388204,17.8875042603076,0.268052879059629,2.20016302401783,0.0329705041243343,0.25,0
0.00240015820231072,39.1603150601503,1.45063935815484,0.000162143949962734,-1.67234061869209e-005,0.166680486687352,-0.0141356643551346,0.098299998707814,1.59387502114967e-005,0.282899996579012,4.17744608039238e-005,0.519999996545857,3.78093411971897e-005,0.0202183430351758,-0.000163973706519561,17.7924418013939,0.277464109570166,2.18847034157145,0.0341280854771305,0.25,0
0.00253503289702482,38.9430298357361,1.44639047705512,0.000185403950713107,-1.86684096980438e-005,0.178217214875874,-0.0146987390853649,0.0982999983104872,1.82252082506843e-005,0.282899995527308,4.77775203271758e-005,0.519999995485993,4.33512403880267e-005,0.0216177481644436,-0.000170505373390233,17.689347036636,0.286322409123222,2.17578968550623,0.0352176563221563,0.25,0
0.00266990759173892,38.7137779546786,1.44154058996435,0.000210213609644405,-2.06864490052675e-005,0.189658826418125,-0.0152189482400842,0.0982999978280732,2.06639976758555e-005,0.282899994250431,5.41818184228226e-005,0.5199999941997,4.92770613640234e-005,0.0230056156445186,-0.000176539799584977,17.5805882168203,0.294630359632645,2.1624123506689,0.0362395342348154,0.25,0
0.00280478228645302,38.4762732712593,1.43621842763451,0.000236559802444878,-2.27718569231882e-005,0.201001198025944,-0.0156980082025797,0.0982999972495395,2.32538283634487e-005,0.282899992719192,6.0984072538525e-005,0.519999992657717,5.55848652625038e-005,0.024381445320547,-0.000182096895149925,17.4679265694325,0.302395280179366,2.1485549680402,0.037194619462062,0.25,0
0.00293965698116712,38.233272575202,1.43052158446505,0.000264428944368296,-2.49192050471369e-005,0.212241551826243,-0.0161377332443576,0.098299996563301,2.59933649284826e-005,0.282899990902943,6.81808749390217e-005,0.519999990829328,6.2272531422957e-005,0.0257449002365233,-0.000187197705634548,17.3526693186058,0.30962836570956,2.13437832618851,0.0380842889822759,0.25,0
0.00307453167588123,37.9868177690303,1.42452446155671,0.000293807145094143,-2.71233133710939e-005,0.223378111531985,-0.0165399876030258,0.0982999957572423,2.88812419472368e-005,0.282899988769634,7.57687327493264e-005,0.519999988682419,6.93377951498285e-005,0.0270957649288298,-0.0001918638561951,17.2357845625813,0.316343888824695,2.1200015011975,0.0389102983254375,0.25,0
0.00320940637059533,37.7384207186841,1.41828429710124,0.000324680326486415,-2.93792545181229e-005,0.234409840025138,-0.0169066488549054,0.098299994818739,3.19160755328635e-005,0.282899986285866,8.37440984749329e-005,0.519999986183541,7.6778277229688e-005,0.0284339135950492,-0.000196117126716903,17.1179889602575,0.322558498629239,2.10551264211168,0.0396746953313964,0.25,0
0.00334428106530943,37.489201298847,1.41184563577054,0.000357034310070255,-3.16823537340328e-005,0.245336243407946,-0.0172395804735698,0.0982999937346776,3.50964719342611e-005,0.282899983416952,9.21033927456738e-005,0.519999983297955,8.45915066765914e-005,0.0297592863253838,-0.00019997913349341,16.9998132172779,0.328290600589339,2.09097702572518,0.0403797438724887,0.25,0
0.00347915576002353,37.2399877273284,1.40524354328278,0.000390854880117883,-3.40281855742724e-005,0.256157228609757,-0.0175406118547645,0.0982999924914756,3.84210337373401e-005,0.282899980126962,0.000100843020793719,0.519999979989691,9.27749379956156e-005,0.0310718718303635,-0.000203471097515268,16.8816496850403,0.333559809799226,2.07644291125996,0.0410278566053048,0.25,0
0.00361403045473763,36.9913900012535,1.39850593698214,0.000426127829340671,-3.64125682169421e-005,0.266872999208587,-0.0178115240713511,0.098299991075101,4.1888364356472e-005,0.282899976378779,0.000109959384463527,0.519999976221596,0.000101325964541198,0.0323716948040016,-0.000206613679227673,16.7637872006,0.33838648789049,2.0619458256738,0.0416215380105303,0.25,0
0.00388377984416583,36.4976768518318,1.38470912181273,0.000500974252511031,-4.12814293832256e-005,0.287990789062727,-0.018269825113957,0.0982999876645691,4.92457669619233e-005,0.282899967353712,0.000129307955471869,0.519999967151684,0.000119520128567886,0.0349332827133088,-0.000211929971321901,16.5297387847657,0.346795453042087,2.03315787052619,0.0426558407241767,0.25,0
0.00415352923359404,36.0103843472123,1.37059252823595,0.000581461190821915,-4.6260056935991e-005,0.30869461416869,-0.0186274586623154,0.0982999833825272,5.71576318369891e-005,0.282899956022873,0.000150120545791327,0.519999955769177,0.000139152286295715,0.0374446566986621,-0.000216078520482858,16.2987656577151,0.353682852355491,2.00474817589895,0.0435029908397254,0.25,0
0.00448082715512121,35.4296144391033,1.3531787424641,0.00068653401445872,-5.24116783186011e-005,0.333268540618364,-0.0189431419937588,0.0982999768341829,6.74862883199183e-005,0.282899938695786,0.000177298602304376,0.519999938370131,0.000164871793380725,0.0404254739770076,-0.000219740447127602,16.0235230844331,0.360224659062879,1.97089333938528,0.0443076330647341,0.25,0
0.00477539528449567,34.917379232363,1.33733361002903,0.000787899329680543,-5.80213760769381e-005,0.354882462328891,-0.0191310751467018,0.0982999694884014,7.74504960942412e-005,0.282899919259362,0.000203525115010483,0.519999918860266,0.00018976824675036,0.0430472426804945,-0.00022192047170174,15.7807928195659,0.364618841665595,1.94103751680661,0.0448481175248682,0.25,0
0.00506996341387013,34.4152054771205,1.32139550912739,0.000895562517727483,-6.3674594326883e-005,0.376030366916249,-0.0192405489538657,0.0982999605801189,8.80337837249553e-005,0.282899895689394,0.000231388075275013,0.519999895208739,0.000216290828970311,0.0456124835069411,-0.000223190367864842,15.5428569342996,0.367783303342492,1.91177140291885,0.0452373463111265,0.25,0
0.00536453154324459,33.9231329166896,1.3054221702318,0.00100938770936263,-6.93498472469055e-005,0.396721926166372,-0.01928227996667,0.0982999499228609,9.92227949812634e-005,0.282899867492682,0.000260852648368378,0.519999866922528,0.000244409799599316,0.0481223696439809,-0.000223674447613371,15.3097306276474,0.369877564660035,1.88309686720063,0.0454949404531844,0.25,0
0.00565909967261905,33.4411352553912,1.28946286479821,0.00112924190859626,-7.50285978434653e-005,0.416966661019695,-0.0192656878937675,0.0982999373245514,0.000111004456023097,0.282899834161215,0.000291884678946249,0.519999833493862,0.000274095398414253,0.050578055981689,-0.000223481979567703,15.0813981931272,0.371043561977837,1.85501197775465,0.0456383581232739,0.25,0
0.00624823593136797,32.5068414137998,1.25774274126247,0.00138651909056637,-8.63344830356501e-005,0.456153188604526,-0.01908988443949,0.0982999055123256,0.000136294782933016,0.282899749998121,0.000358517788383505,0.519999749114492,0.000338047882481182,0.055331381777729,-0.000221442659498084,14.638855620076,0.371083538496734,1.80057924126935,0.0456432752350982,0.25,0
0.00683737219011689,31.6109320111445,1.22648488598527,0.00166638501346563,-9.74906612050964e-005,0.49366325614931,-0.0187676969770616,0.0982998635183941,0.000163805571013364,0.282899638902186,0.000431027366847439,0.519999637775436,0.000407912331112326,0.0598813529709114,-0.000217705284933914,14.2145501301823,0.368743671623621,1.74838966601242,0.0453554716097053,0.25,0
0.00742650844886581,30.7517753077775,1.19586206627479,0.00196787291475283,-0.000108424222831047,0.529567147795343,-0.0183406127437162,0.0982998096655162,0.000193441782668828,0.282899496437463,0.000509163712910329,0.519999495043812,0.000483456329727456,0.0642364950275752,-0.000212751107827108,13.8076934950312,0.364669643543217,1.69834629988884,0.0448543661558157,0.25,0
0.00801564470761473,29.9278516383468,1.16599688355351,0.00229005646957785,-0.00011908354414307,0.56393187676516,-0.0178402101603293,0.0982997422398858,0.000225112354197729,0.282899318071304,0.000592687148507925,0.51999931639016,0.000564452440258336,0.0684049366516139,-0.00020694643785982,13.4175542294494,0.359354422661564,1.65035917022227,0.0442005939873723,0.25,0
0.00860478096636364,29.1377628132902,1.13697486871575,0.00263204791786267,-0.000129432927368356,0.596821382082979,-0.017290561007631,0.0982996595049093,0.0002587300115927,0.282899099210788,0.000681367654477156,0.519999097224734,0.000650679107483806,0.0723944336466654,-0.000200570507688519,13.0434611928171,0.353174409091238,1.6043457267165,0.0434404523182222,0.25,0
0.00978305348386148,27.6535977513504,1.08166950345692,0.00337208259273753,-0.000149111577751957,0.658417161168631,-0.0161147234963128,0.0982994411187788,0.000331475090667982,0.282898521524487,0.000873325157432239,0.519998518888615,0.000837970802478263,0.0798660016497549,-0.000186930792557228,12.3407860471372,0.339339671042107,1.51791668379787,0.0417387795381791,0.25,0
0.0107575375400953,26.5168096293497,1.03877175671211,0.00403687122174066,-0.000164319834886369,0.705411977404571,-0.0151166024508699,0.0982991990365046,0.000396823363301027,0.282897881170912,0.00104582074271835,0.519997877969942,0.00100686051004212,0.0855664728591745,-0.000175352588430091,11.802609727126,0.327228412057833,1.4517209964365,0.0402490946831135,0.25,0
0.0117320215963291,25.4561981005657,0.99843940970008,0.0047458194123644,-0.000178559263279241,0.749089995387885,-0.0141293343048843,0.0982988930063646,0.000466512297036811,0.282897071676184,0.00122981940824941,0.519997067896406,0.00118748300715087,0.0908646164405504,-0.000163900277936657,11.300515627703,0.315058191299837,1.38996342220747,0.0387521575298799,0.25,0
0.0127065056525629,24.466623208257,0.960603831910392,0.00549580628749113,-0.000191852406115446,0.789674152286373,-0.0131712352187815,0.0982985154827028,0.000540235038517809,0.282896073083161,0.00142450902158134,0.519996068719651,0.00137902081637041,0.095787474672337,-0.000152786328537866,10.8320621694726,0.303128697705773,1.33234364684512,0.0372848298178101,0.25,0
0.0136809897087967,23.5433395067349,0.925170284489062,0.00628391956587551,-0.000204233395991103,0.827372241349505,-0.0122535067883513,0.0982980591886293,0.000617705228019363,0.282894866145434,0.0016291313898018,0.519994861200561,0.00158070765194894,0.100360252875695,-0.000142140678744875,10.3949973224503,0.291627781293799,1.27858467066138,0.0358702170991373,0.25,0
0.0146554737650305,22.6819292203058,0.89202632443039,0.00710744263697316,-0.000215743981962603,0.862377957808473,-0.011382151429588,0.0982975171617897,0.000698655728994505,0.28289343244839,0.00184297899020206,0.519993426930426,0.00179182609247555,0.104606446282168,-0.000132032956583221,9.98722619334888,0.280661666356476,1.22842882178191,0.0345213849618465,0.25,0
0.0156299578212643,21.8782497904502,0.861049768037751,0.00796384070849649,-0.000226429896968456,0.894871983881414,-0.0105597361720344,0.0982968827878787,0.000782837266634115,0.282891754497881,0.00206539145250312,0.519991748419764,0.00201170492439065,0.108547971644816,-0.000122492939595599,9.60678551182859,0.270282529369356,1.18163461795492,0.0332447511124308,0.25,0
0.0166044418774982,21.128431535247,0.832113859717017,0.00885075094310467,-0.000236338913960824,0.925022703442147,-0.00978635143675237,0.0982961498209446,0.000870017458685559,0.282889815773933,0.00229575303992013,0.519989809152195,0.00223971708394167,0.112205253927532,-0.000113521676666327,9.25184218857269,0.260503356314181,1.13797658919444,0.0320419128266443,0.25,0
0.017578925933732,20.4288686904355,0.805094080923357,0.00976596694939961,-0.000245518254097769,0.952987325907887,-0.00906091095340377,0.0982953123997275,0.000959979291427691,0.282887600773986,0.00253348867752289,0.519987593627885,0.00247527630006114,0.115597362632627,-0.000105106567059484,8.92068857859768,0.251318083424131,1.09724469516751,0.0309121242611681,0.25,0
0.0185534099899658,19.7762025824017,0.779870295394693,0.0107074304671326,-0.000254013654076253,0.97891249834117,-0.00838164622691625,0.0982943650521838,0.00105252030290496,0.282885095024873,0.00277806181327729,0.519985087375678,0.00271783517654348,0.118742086048784,-9.72270962322285e-005,8.61173431858453,0.242709289433918,1.0592433211859,0.0298532426003719,0.25,0
0.0195278940461996,19.1672916871308,0.756327819946223,0.0116732197723943,-0.000261868774903898,1.00293515750668,-0.00774648001474107,0.0982933026975088,0.00114745144381337,0.282882285088184,0.00302897141866827,0.519982276958587,0.00296688233284819,0.121656034605561,-8.98591681709964e-005,8.32349207272974,0.234654091108493,1.02378952494576,0.0288624532063446,0.25,0
0.0205023781024334,18.5992044141742,0.734357238356428,0.0126615438532048,-0.000269125303004129,1.02518294116313,-0.0071530341730775,0.0982921206381171,0.00124459650563032,0.282879158539061,0.00328575047380837,0.519979149952671,0.00322194086523636,0.124354690763088,-8.29751964076989e-005,8.05457407425922,0.227124333024731,0.990712611133884,0.027936292962042,0.25,0
0.0214768621586672,18.0692084027572,0.713855177133113,0.0136707309903949,-0.00027582271545222,1.04577499592762,-0.00659883732193498,0.0982908145543185,0.00134379099884275,0.282875703952128,0.0035479630057672,0.519975694933061,0.0034825654407627,0.12685250700602,-7.65465129344458e-005,7.80368679294751,0.2200898502045,0.959853475532544,0.0270710515751534,0.25,0
0.0224845420298784,17.5585090285583,0.694095791466919,0.0147345803938488,-0.000282199753936748,1.06544533930118,-0.00606443101116846,0.0982893293417704,0.0014483568431122,0.282871775577074,0.00382438990658708,0.519971766136144,0.00375748034581675,0.129238519657233,-7.03473997295542e-005,7.56193346327944,0.213304223870828,0.930117815983371,0.0262364195361119,0.25,0
0.0234922219010896,17.0831890614579,0.675702252580573,0.0158174663871473,-0.000288057046200174,1.08357850524293,-0.00556678867326924,0.0982877033076423,0.0015547921111432,0.282867474736456,0.0041057732688831,0.519967464899549,0.00403747494417357,0.131438072685967,-6.45747486099232e-005,7.33692741651842,0.206983388524252,0.902442072231766,0.025458956788483,0.25,0
0.0244999017723008,16.6408035127183,0.658580813405345,0.0169178950237063,-0.000293430407000312,1.10028104307134,-0.00510347222850707,0.0982859328598184,0.00166294975127319,0.282862791929223,0.00439172332608568,0.519962781721902,0.00432215097758429,0.133464090524553,-5.9200277850682e-005,7.12751119554716,0.201096806563683,0.876683877052301,0.024734907207333,0.25,0
0.0255075816435119,16.2290758709449,0.642644080794492,0.0180344756860922,-0.00029835323771036,1.11565215971161,-0.00467218776653837,0.0982840147735657,0.00177269286384189,0.282857718626022,0.00468187721857623,0.519957708073335,0.00461113766696458,0.135328606973018,-5.41973780918451e-005,6.93260733851907,0.195615682505423,0.852710702637845,0.0240607289481671,0.25,0
0.0265152615147231,15.8458866447566,0.62781055374965,0.0191659140267346,-0.000302856696021512,1.12978422247903,-0.00427077352900507,0.0982819461720537,0.0018838940080443,0.282852247217675,0.00497589715645196,0.519952236344011,0.00490408983492298,0.137042826186706,-4.95409729364588e-005,6.75121283640485,0.190512798990366,0.830399178877797,0.023433074275815,0.25,0
0.0275229413859343,15.4892631052572,0.614004224868761,0.020311005291053,-0.00030696983963748,1.1427632317517,-0.00389719588253862,0.0982797245066458,0.00199643454633856,0.282846370963054,0.00527346868221735,0.51994635979203,0.00520068613438236,0.138617180011481,-4.5207472237448e-005,6.58239372999811,0.185762488250976,0.809634428789768,0.0228487860548701,0.25,0
0.0285306212571455,15.1573696421397,0.601154309018308,0.0214686291780606,-0.000310719731814372,1.15466918705028,-0.00354954879337763,0.098277347534861,0.00211020413992147,0.282840083930795,0.00557429933391802,0.519940072485177,0.0055006276866903,0.140061372389199,-4.11747660031806e-005,6.42528113835855,0.181340651968383,0.790309580018102,0.0223049001921111,0.25,0
0.0295383011283567,14.8484947252856,0.589194802263184,0.0226377418451851,-0.00031413160892653,1.16557665592579,-0.00322605135623698,0.0982748133051008,0.00222509996350269,0.2828333809589,0.00587811656440919,0.519933369260545,0.00580363596115765,0.141384448363799,-3.7422195732349e-005,6.27906519757712,0.177224762586814,0.772325019301986,0.0217986457981782,0.25,0
0.0305459809995679,14.5610452796412,0.578064225813693,0.0238173716641634,-0.000317228978965993,1.17555507519413,-0.00292504208977107,0.0982721201354464,0.00234102628870317,0.282826257598664,0.00618466663720367,0.519926245668477,0.00610945164755236,0.142594830621047,-3.39304882413444e-005,6.14299179216237,0.173393794445799,0.755587990435972,0.0213274367168332,0.25,0
0.031553660870779,14.2935397974198,0.567705382225531,0.0250066153301449,-0.000320033713958464,1.18466902647036,-0.00264497269744868,0.0982692665922709,0.00245789410211161,0.282818710058101,0.00649371361412854,0.519918697916023,0.00641783362184428,0.143700352910854,-3.06816832904047e-005,6.01635952128728,0.169828146107391,0.740012221118335,0.0208888619712091,0.25,0
0.0325613407419902,14.044598707107,0.558065027966912,0.0262046326077377,-0.000322566173550675,1.19297861064318,-0.0023844004672479,0.0982662514731266,0.00257562058934364,0.282810735156686,0.00680503798784989,0.519910722821684,0.00672855754942731,0.144708305471017,-2.76590454200757e-005,5.89851562977631,0.166509546926088,0.725517422462486,0.0204806742719088,0.25,0
0.0335690206132014,13.81293811597,0.5490935916572,0.0274106417431701,-0.000324845313245139,1.20053977346391,-0.00214198133763233,0.0982630737898586,0.00269412868453116,0.282802330280689,0.00711843548780951,0.519902317770762,0.00704141466539368,0.145625474521172,-2.4846983516535e-005,5.78885248370507,0.163420972487376,0.712028855495723,0.0201007796159472,0.25,0
0.0345767004844126,13.5973632858224,0.540744913296928,0.028623915220986,-0.000326888785032143,1.20740460589499,-0.00191646315967723,0.09825973275257,0.00281334665363748,0.28279349334077,0.00743371597580395,0.519893480672958,0.00735621064625315,0.146458178695062,-2.22309726522558e-005,5.68680430638284,0.16054656210711,0.699476929685089,0.0197472271391745,0.25,0
0.0355843803556238,13.396761048453,0.532976010984516,0.0298437760783614,-0.000328713025398884,1.21362160684356,-0.00170667976228278,0.0982562277537551,0.00293320773253646,0.282784222730007,0.00775070248670113,0.519884209920413,0.00767276462978262,0.147212300910124,-1.97974852424803e-005,5.5918443309963,0.157871542988451,0.687796852712545,0.0194181997875794,0.25,0
0.036592060226835,13.2100956287206,0.525746895664298,0.0310695949695793,-0.00033033332566911,1.21923589209891,-0.00151154608539396,0.0982525583517406,0.00305364983876735,0.282774517280102,0.00806923046443154,0.519874504343914,0.00799090843433981,0.147893313711598,-1.75339345905699e-005,5.50348253273095,0.155382168273969,0.676928351525906,0.0191120066976982,0.25,0
0.0375997400980461,13.0364026431572,0.519020291656196,0.032300785657218,-0.000331763940219989,1.22428951401885,-0.00133005051463722,0.0982487242603423,0.00317461512867812,0.282764376234022,0.00838914658816989,0.519864363185542,0.00831048535938674,0.148506318050486,-1.54285859697918e-005,5.42126214579603,0.153065621823096,0.666815243932912,0.0188270714842408,0.25,0
0.0386074199692573,12.8747834136108,0.512761484873397,0.0335368026386594,-0.000333018143420423,1.22882162960191,-0.00116125081572143,0.0982447253339887,0.00329604976435844,0.282753799206653,0.00871030815457723,0.51985378605933,0.00863134955423168,0.149056063670712,-1.34705094623686e-005,5.34475784246421,0.150909966612284,0.657405214623098,0.018561925893311,0.25,0
