"time{s}","T1\plot{N.m}","T2\plot{N.m}","Theta1\plot{rad}","Theta2\plot{rad}","RR\Omega1{rad/s}","RR\Omega2{rad/s}","X1\plot{m}","Y1\plot{m}","X2\plot{m}","Y2\plot{m}","Xe\plot{m}","Ye\plot{m}","RR\I1\state{N.m.s}","RR\I2\state{N.m.s}","MCC_IP1\Ia{A}","MCC_IP2\Ia{A}","MCC_IP1\Km\p2.T{N.m}","MCC_IP2\Km\p2.T{N.m}","ReferenciaTheta1\position","ReferenciaTheta2\position"
2.13657355300559e-005,3.55932158147053,0.14565485540588,-6.59723297861017e-009,-2.01663059161364e-010,-0.00058762860152157,-1.98552139451709e-005,0.0983,-6.4850800179738e-010,0.2829,-1.71989865849344e-009,0.52,-1.7677129698206e-009,-7.12793493645665e-005,-2.30320481763982e-007,0.910992324133595,0.0061866263598238,0.112052055868432,0.000760955042258327,0.25,0
2.79481109318145e-005,4.1330620441115,0.165794013079804,-1.09620561379808e-008,-3.59396797774195e-010,-0.000743688695013951,-2.77190938224849e-005,0.0983,-1.07757011836351e-009,0.2829,-2.85836478254404e-009,0.52,-2.9435777632963e-009,-9.02094387051922e-005,-3.21541488340825e-007,1.18306849916958,0.00803660248243967,0.145517425397859,0.000988502105340079,0.25,0
3.45304863335731e-005,4.69835649886367,0.185637193107393,-1.63142069468279e-008,-5.71694797528645e-010,-0.000888101069413317,-3.6397214637934e-005,0.0983,-1.60368654287318e-009,0.2829,-4.25478561703865e-009,0.52,-4.39033445353269e-009,-0.000107726659719835,-4.22207689800034e-007,1.45113956053665,0.00986071347766837,0.178490165946008,0.00121286775775321,0.25,0
4.11128617353317e-005,5.25532460135459,0.205188644533978,-2.25788145633771e-008,-8.43782589117327e-010,-0.00102103505348558,-4.58774635407645e-005,0.0983,-2.21949747157996e-009,0.2829,-5.88981440776882e-009,0.52,-6.08987525964854e-009,-0.000123851551987801,-5.32178577072868e-007,1.71526224534096,0.0116594841510502,0.210977256176938,0.00143411655057917,0.25,0
5.42776125388489e-005,6.34471506627478,0.243431745193249,-3.75736369086412e-008,-1.58630713981732e-009,-0.0012530811025705,-6.72003208857974e-005,0.0982999999999999,-3.69348850811943e-009,0.2829,-9.80547202974853e-009,0.52,-1.01815854525992e-008,-0.000151998737741801,-7.79523722275249e-007,2.23186795129064,0.0151828944642318,0.274519758008749,0.00186749601910052,0.25,0
6.74423633423661e-005,7.40216199348862,0.280556276119465,-5.53643419560537e-008,-2.62761650528245e-009,-0.00144114097342165,-9.1593173739205e-005,0.0982999999999998,-5.44231481428007e-009,0.2829,-1.44549013265449e-008,0.52,-1.50779091999474e-008,-0.000174810400076046,-1.06248081537478e-006,2.73332591058331,0.0186108706641211,0.336199087001747,0.0022891370916869,0.25,0
8.06071141458832e-005,8.42861746279295,0.31659602085582,-7.53542440579337e-008,-4.0093393735794e-009,-0.0015865620910264,-0.000118958699613163,0.0982999999999997,-7.40732219089488e-009,0.282899999999999,-1.96839173267177e-008,0.519999999999999,-2.06345316921934e-008,-0.000192449981641503,-1.37992091551269e-006,3.22008757256805,0.0219475165991513,0.39607077142587,0.00269954454169561,0.25,0
9.82075461681491e-005,9.75405477640148,0.363139049472255,-1.04547294548562e-007,-6.45578817706966e-009,-0.00171655946933674,-0.000160029102040331,0.0982999999999995,-1.02769990541237e-008,0.282899999999999,-2.73301341318811e-008,0.519999999999999,-2.88608015086643e-008,-0.000208218663630546,-1.85633758366784e-006,3.84863170524496,0.0262722750980969,0.47338169974513,0.00323148983706592,0.25,0
0.000115807978190415,11.0277192889356,0.407871512985604,-1.3540516001619e-007,-9.66836707816005e-009,-0.00177546931606299,-0.000206038708407516,0.0982999999999991,-1.33103272295915e-008,0.282899999999998,-3.54267472102992e-008,0.519999999999998,-3.7719117044531e-008,-0.000215364428038441,-2.39004901752719e-006,4.45262481686424,0.0304490668765047,0.547672852474302,0.00374523522581008,0.25,0
0.000133408410212681,12.2515855153342,0.450863365986165,-1.666940193776e-007,-1.37327202297195e-008,-0.0017660859405411,-0.000256782018556983,0.0982999999999986,-1.6386022104818e-008,0.282899999999996,-4.36549243314365e-008,0.519999999999996,-4.6910952297903e-008,-0.000214226224587636,-2.978671415261e-006,5.0330031740018,0.0344860942043214,0.619059390402222,0.00424178958713154,0.25,0
0.000151008842234947,13.4275366617353,0.492181290069943,-1.97238720721966e-007,-1.87301958210231e-008,-0.00169107436929851,-0.00031206179333639,0.0982999999999981,-1.93885662469692e-008,0.282899999999995,-5.17109888720123e-008,0.519999999999995,-5.61519183011769e-008,-0.000205127320995909,-3.61991680270212e-006,5.59065974941713,0.0383910723067723,0.687651149178307,0.004722101893733,0.25,0
0.000168609274257213,14.5573960658892,0.531889809494352,-2.25902913027356e-007,-2.4739236170657e-008,-0.00155301485367225,-0.000371685834945075,0.0982999999999975,-2.22062563505889e-008,0.282899999999993,-5.93012858954201e-008,0.519999999999993,-6.51669587914829e-008,-0.000188380701750444,-4.31155568536286e-006,6.12645913019887,0.0421713649585357,0.753554473014461,0.00518707788989989,0.25,0
0.000186209706279479,15.6429289058917,0.570051362453652,-2.51587685160229e-007,-3.18355053661833e-008,-0.00135440529399368,-0.000435467175665968,0.0982999999999969,-2.47310694512503e-008,0.282899999999992,-6.61418312145445e-008,0.519999999999992,-7.36900295368666e-008,-0.000164289362161433,-5.05141923772522e-006,6.64123832724981,0.045834021993056,0.816872314251727,0.00563758470514589,0.25,0
0.00022141057032401,17.687636565957,0.641967559965709,-2.89906688080177e-007,-4.95710199315226e-008,-0.00078490595179122,-0.000574792993018586,0.0982999999999959,-2.8497827438281e-008,0.282899999999989,-7.65109152572769e-008,0.519999999999989,-8.82642040830409e-008,-9.5209091952275e-005,-6.6675987190156e-006,7.61087604580155,0.0528322179698338,0.93613775363359,0.00649836281028956,0.25,0
0.000253091347964089,19.3924390811782,0.701972420203772,-3.04177173738651e-007,-6.9935086317399e-008,-8.81454375305716e-005,-0.000712667070117237,0.0982999999999954,-2.99006161785089e-008,0.282899999999988,-8.06875786487164e-008,0.519999999999987,-9.72691876145717e-008,-1.06920415724583e-005,-8.26693801335995e-006,8.41932492660155,0.0587905817827738,1.03557696597199,0.00723124155928117,0.25,0
0.000284772125604168,20.9778642932513,0.757820947104842,-2.93775630154233e-007,-9.48416143355822e-008,0.000770497189585286,-0.000861392459002968,0.0982999999999958,-2.88781444441607e-008,0.282899999999989,-7.85535368083844e-008,0.519999999999988,-1.01040483567351e-007,9.34613090966952e-005,-9.99215252443442e-006,9.17116298946891,0.0644600576755364,1.12805304770468,0.00792858709409098,0.25,0
0.000316452903244246,22.4519378233276,0.809795947638093,-2.5375660765077e-007,-1.2462017961306e-007,0.00177966710748981,-0.00102008574221294,0.0982999999999968,-2.49442745320704e-008,0.282899999999991,-6.88305201023386e-008,0.51999999999999,-9.83779646885951e-008,0.000215873620138514,-1.18329946096701e-005,9.87019589037059,0.0698696487810035,1.21403409451558,0.00859396680006343,0.25,0
0.000348133680884325,23.8221461987016,0.858160948903635,-1.79522262955557e-007,-1.59573158283587e-007,0.00292877295438032,-0.00118791453909491,0.0982999999999984,-1.76470384485311e-008,0.282899999999996,-5.03300136931387e-008,0.519999999999992,-8.81648095221769e-008,0.000355260159366333,-1.37798086535009e-005,10.5199736723561,0.0750456076585368,1.2939567616998,0.00923060974200002,0.25,0
0.000379814458524404,25.0954743777431,0.903161557758112,-6.67981109278513e-008,-1.99977387093829e-007,0.00420793370940592,-0.00136409467275165,0.0982999999999998,-6.56625430420778e-009,0.282899999999999,-2.194699100569e-008,0.519999999999994,-6.93616294856365e-008,0.000510422358950938,-1.58234982039192e-005,11.1238085569171,0.0800116776132501,1.36822845250081,0.00984143634642977,0.25,0
