"time{s}","T1\plot{N.m}","T2\plot{N.m}","Theta1\plot{rad}","Theta2\plot{rad}","RR\Omega1{rad/s}","RR\Omega2{rad/s}","X1\plot{m}","Y1\plot{m}","X2\plot{m}","Y2\plot{m}","Xe\plot{m}","Ye\plot{m}","RR\I1\state{N.m.s}","RR\I2\state{N.m.s}","MCC_IP1\Ia{A}","MCC_IP2\Ia{A}","MCC_IP1\Km\p2.T{N.m}","MCC_IP2\Km\p2.T{N.m}"
4.84742992079409e-006,0.522518629008948,0.0054541458012373,-4.34933907581436e-010,-3.10248720824057e-011,-0.000168218914942524,-1.29524439391565e-005,0.0983,-4.27540031152552e-011,0.2829,-1.13793285541861e-010,0.52,-1.21149282712599e-010,-2.04049543825281e-005,-1.50248349694215e-007,4.21115628982482,0.0408298364092273,0.517972223648453,0.00502206987833496
6.22714504107714e-006,0.668897032507247,0.00691880109378037,-6.99271511278009e-010,-5.22538860756049e-011,-0.000214705801644851,-1.76326962365632e-005,0.0983,-6.87383895586283e-011,0.2829,-1.83007206923414e-010,0.52,-1.9539660331194e-010,-2.60438137395205e-005,-2.04539276344133e-007,5.40173254657293,0.0523752660460814,0.66441310322847,0.00644215772366801
7.60686016136018e-006,0.814821301998576,0.00837905120669484,-1.02704293069203e-009,-8.02738674863025e-011,-0.000260552574939521,-2.27695302150506e-005,0.0983,-1.00958320087027e-010,0.2829,-2.68869433545364e-010,0.52,-2.87902367526367e-010,-3.16050273401639e-005,-2.64126550494587e-007,6.58861508097445,0.0638860173852951,0.810399654959857,0.00785798013839129
1.03662904019263e-005,1.10531071568974,0.0112864414179245,-1.86888768605858e-009,-1.59990565894814e-010,-0.000350330516525836,-3.44094764618295e-005,0.0983,-1.83711659539558e-010,0.2829,-4.89574582334222e-010,0.52,-5.27508345507883e-010,-4.24950916545839e-005,-3.99149926957222e-007,8.95132563393969,0.0868043414717431,1.10101305297458,0.0106769340010244
1.58851508830584e-005,1.68089810513904,0.0170496838206482,-4.26894064454682e-009,-4.34801224957081e-010,-0.000522288245900145,-6.31079154414228e-005,0.0983,-4.19636865358953e-010,0.2829,-1.11988151563369e-009,0.52,-1.22297288607102e-009,-6.33535642276876e-005,-7.32051819120504e-007,13.6328951990769,0.132235537656261,1.67684610948646,0.01626497113172
2.08521253160774e-005,2.19282568680635,0.0221787474199077,-7.21682024452939e-009,-8.34292559518577e-010,-0.000668452727846169,-9.50668547936812e-005,0.0983,-7.09413430037239e-010,0.2829,-1.89547856319062e-009,0.52,-2.09328932905247e-009,-8.10833158877403e-005,-1.1027755156067e-006,17.7966844454743,0.172668634184808,2.18899218679334,0.0212382420047314
2.58190997490964e-005,2.69904113207808,0.027254338355632,-1.08681222692003e-008,-1.40859675645403e-009,-0.000806568958834633,-0.000132763034296891,0.0983,-1.06833641906239e-009,0.2829,-2.85796865571487e-009,0.52,-3.19194694667012e-009,-9.7836814706641e-005,-1.54005119784393e-006,21.9140137296589,0.212681457171779,2.69542368874805,0.0261598192321288
3.07860741821153e-005,3.19960420394391,0.0322776254173875,-1.51851365018973e-008,-2.18460021889125e-009,-0.000936722172821015,-0.000176134147608664,0.0983,-1.49269891813651e-009,0.2829,-3.99816283550591e-009,0.52,-4.51613154740503e-009,-0.000113624399563189,-2.0431561122605e-006,25.9853691349775,0.252283412003801,3.19620040360223,0.0310308596764675
3.57530486151343e-005,3.69457669960794,0.0372498098967388,-2.01288946978594e-008,-3.19007338765636e-009,-0.00105900051315766,-0.000225115530126309,0.0983,-1.97867034879958e-009,0.2829,-5.30656530202078e-009,0.52,-6.0629317022341e-009,-0.000128456762246024,-2.61134014946519e-006,30.0112532901561,0.291484164360391,3.69138415468919,0.0358525522163281
4.56869974811722e-005,4.66796861718095,0.047045083729269,-3.17588476119015e-008,-5.98756321310921e-009,-0.00128024449268039,-0.000339679035665159,0.0982999999999999,-3.12189472024992e-009,0.2829,-8.39441557667459e-009,0.52,-9.81406681450279e-009,-0.000155293656962132,-3.94027681371585e-006,37.9283862835373,0.368715950146517,4.66519151287509,0.0453520618680216
5.56209463472101e-005,5.61970032052457,0.0566494354751496,-4.5453346007417e-008,-1.00179568222559e-008,-0.00147099058684198,-0.000475943562791231,0.0982999999999999,-4.46806391252909e-009,0.2829,-1.20472811731581e-008,0.52,-1.44225387357149e-008,-0.000178431158183932,-5.52094532837827e-006,45.669344743779,0.44445142573192,5.61732940348482,0.0546675253650261
6.5554895213248e-005,6.55027194813461,0.0660723490691345,-6.08973337397478e-008,-1.55053646029601e-008,-0.00163195245585452,-0.000633377668497365,0.0982999999999998,-5.98620790661721e-009,0.282899999999999,-1.61883796217422e-008,0.519999999999999,-1.9864701569104e-008,-0.000197955832895154,-7.34718095456944e-006,53.2381965574427,0.518766858266469,6.54829817656545,0.0638083235667757
8.54227929453238e-005,8.34977124563247,0.0844077220197238,-9.58779030738525e-008,-3.16712187580319e-008,-0.00186714493891647,-0.00100977097250245,0.0982999999999996,-9.42479787215968e-009,0.282899999999999,-2.56535257087605e-008,0.519999999999999,-3.31627716762899e-008,-0.000226484681090568,-1.17133432810284e-005,67.8745155835575,0.663409718091144,8.34856541677757,0.0815993953252107
0.000103045792279241,9.87957664496725,0.100146111139299,-1.29949678463913e-007,-5.28823924565906e-008,-0.00198243756350732,-0.00140966559943992,0.0982999999999992,-1.27740533930027e-008,0.282899999999998,-3.49979231878733e-008,0.519999999999997,-4.7536338439331e-008,-0.000240469676453438,-1.6352120953503e-005,80.317265132426,0.787615508851889,9.8790236112884,0.0968767075887823
0.000120668791613158,11.3494982828588,0.115435436461104,-1.65305137407574e-007,-8.16682427799831e-008,-0.00201357623689808,-0.0018688766833568,0.0982999999999987,-1.62494950071644e-008,0.282899999999996,-4.48495384856306e-008,0.519999999999996,-6.42130788487646e-008,-0.000244246797535737,-2.16789695269388e-005,92.272946577809,0.9083319533721,11.3495724290705,0.111724830264768
0.000138291790947075,12.7618495456804,0.130315908512571,-2.00490230897612e-007,-1.19051613840251e-007,-0.00196386647382888,-0.00238482491669159,0.098299999999998,-1.97081896972351e-008,0.282899999999995,-5.48537419903204e-008,0.519999999999993,-8.30808796318439e-008,-0.000238217003275444,-2.76639690336225e-005,103.760375907129,1.02588176413454,12.7625262365769,0.126183456988548
0.000155914790280992,14.1188530308538,0.14482512162662,-2.34108979304658e-007,-1.66009769281661e-007,-0.00183648528787835,-0.0029549990771629,0.0982999999999973,-2.30129126656477e-008,0.282899999999993,-6.46699583357605e-008,0.519999999999989,-1.04030874632442e-007,-0.000222765665419643,-3.42779892950896e-005,114.797630676987,1.14056645609298,14.1201085732694,0.140289674099436
0.000173537789614908,15.4226459458778,0.158998230614263,-2.64820048930881e-007,-2.23476461609284e-007,-0.00163448878380417,-0.00357695326272947,0.0982999999999965,-2.60318108099053e-008,0.28289999999999,-7.39708236928809e-008,0.519999999999984,-1.26957092740442e-007,-0.000198263489475446,-4.14926578476618e-005,125.402093926077,1.25266778061101,15.4244575529074,0.154078137015155
0.000208783788282742,17.8787706372203,0.186466186540012,-3.12395975093315e-007,-3.73474317107266e-007,-0.00101833820938384,-0.00496671881732425,0.0982999999999952,-3.07085243516723e-008,0.282899999999986,-8.97755153860167e-008,0.519999999999969,-1.78326275972147e-007,-0.00012352442479826,-5.76139382809613e-005,145.379101457064,1.47016173756816,17.8816294792189,0.180829893720884
0.000244029786950576,20.1457441908861,0.212957101108752,-3.33497084077898e-007,-5.75694592769398e-007,-0.000137628395042173,-0.00653581591225065,0.0982999999999945,-3.27827633648568e-008,0.282899999999982,-9.98926480346704e-008,0.519999999999943,-2.36389835980287e-007,-1.66943243186155e-005,-7.58154645821075e-005,163.817635572947,1.68026201748372,20.1495691754725,0.206672228150498
0.00027927578561841,22.2378415567463,0.238674445515969,-3.19200461468731e-007,-8.36124336544213e-007,0.00098719400842288,-0.00826697687928605,0.098299999999995,-3.13774053623757e-008,0.282899999999979,-1.02139367288729e-007,0.519999999999896,-3.00384447483339e-007,0.000119746633221695,-9.58969317997182e-005,180.833802095157,1.88459294459164,22.2425576577043,0.231804932184771
0.000314521784286244,24.168264438327,0.263793659455841,-2.61271439707371e-007,-1.16016077517657e-006,0.00233720697981038,-0.010143885081084,0.0982999999999967,-2.56829825232343e-008,0.282899999999976,-9.44982560754532e-008,0.519999999999816,-3.69572375869755e-007,0.000283503206650999,-0.000117669066940574,196.534977599034,2.0845520581423,24.1738022446812,0.256399903151503
0.000349767782954078,25.9492808292315,0.288466697850199,-1.52074656674441e-007,-1.55267331397967e-006,0.00389481660414266,-0.0121510958343963,0.0982999999999989,-1.49489387510975e-008,0.282899999999969,-7.50956296254746e-008,0.519999999999684,-4.43234472369907e-007,0.000472441254082504,-0.000140952711678997,211.020944333194,2.28134701323128,25.9555761529829,0.280605682627447
0.000385013781621912,27.5922663249427,0.31282346578972,1.5452235240263e-008,-2.01802145040628e-006,0.00564369902686615,-0.0142740165760408,0.0983,1.51895472411785e-009,0.282899999999953,-4.2195110051804e-008,0.519999999999471,-5.20667995942808e-007,0.000684580691958864,-0.000165578592282074,224.384226219338,2.47600723622706,27.5992598249786,0.304548890055928
