"time{s}","T1\plot{N.m}","T2\plot{N.m}","Theta1\plot{rad}","Theta2\plot{rad}","RR\Omega1{rad/s}","RR\Omega2{rad/s}","X1\plot{m}","Y1\plot{m}","X2\plot{m}","Y2\plot{m}","Xe\plot{m}","Ye\plot{m}","RR\I1\state{N.m.s}","RR\I2\state{N.m.s}","MCC_IP1\Ia{A}","MCC_IP2\Ia{A}","MCC_IP1\Km\p2.T{N.m}","MCC_IP2\Km\p2.T{N.m}"
0,1.627342196807,0.000939283981468649,0,0,0,0,0.0983,0,0.2829,0,0.52,0,0,0,0,0,0,0
9.765625e-007,1.71681749467209,0.0019803362544002,-2.86829941504567e-011,-6.8673566480524e-012,-2.93713860100676e-005,-7.03217320760566e-006,0.0983,-2.81953832498989e-012,0.2829,-7.61484094635913e-012,0.52,-9.24309120761236e-012,-3.5627491230212e-006,-8.15732092082257e-008,0.0425718564340781,0.00825535711438505,0.00523633834139161,0.00101540892506936
1.71480118293465e-006,1.78434474840548,0.00276610180128948,-6.66405175094389e-011,-1.60619740362637e-011,-5.14163294831601e-005,-1.24548030342447e-005,0.0983,-6.55076287117785e-012,0.2829,-1.76943537578846e-011,0.52,-2.15026478018827e-011,-6.23680076630732e-006,-1.44475715197238e-007,0.0747009501436428,0.014486359671428,0.00918821686766806,0.00178182223958564
2.4530398658693e-006,1.85176001249304,0.00355064656521299,-1.20755621769961e-010,-2.93383584608783e-011,-7.33029919886477e-005,-1.79838644757011e-005,0.0983,-1.18702776199871e-011,0.2829,-3.20683100689439e-011,0.52,-3.90244348600181e-011,-8.89165292822297e-006,-2.08612827918133e-007,0.106776756073088,0.0207077053541253,0.0131335409969898,0.00254704775855741
3.19127854880396e-006,1.91906346827614,0.00433397434721207,-1.90911651735673e-010,-4.6774947788657e-011,-9.50316362279661e-005,-2.3619175926229e-005,0.0983,-1.87666153656166e-011,0.2829,-5.07081757556352e-011,0.52,-6.17985158763258e-011,-1.15273374744523e-005,-2.73982440744256e-007,0.138799360405681,0.0269194247934947,0.0170723213298988,0.00331108924959985
4.66775591467326e-006,2.05340853412693,0.00589778548345802,-3.68509671460021e-010,-9.16546654238948e-011,-0.000138118878770454,-3.5138598466213e-005,0.0983,-3.622450070452e-011,0.2829,-9.79114064178126e-011,0.52,-1.19642727589818e-010,-1.67538199948561e-005,-4.07607742208071e-007,0.202719974979532,0.0393203661899681,0.0249345569224825,0.00483640504136608
6.14423328054256e-006,2.18734394358517,0.00745715278319184,-6.04129634661365e-010,-1.52482590644365e-010,-0.000180627207972161,-4.70472342356768e-005,0.0983,-5.93859430872122e-011,0.2829,-1.60565556337711e-010,0.52,-1.9671917857949e-010,-2.19100803270231e-005,-5.45747917133851e-007,0.266445662226307,0.0516861618124347,0.0327728164538358,0.00635739790292947
7.62071064641187e-006,2.32084164121682,0.00901178402716066,-9.01140554837084e-010,-2.30919174419629e-010,-0.000222517019393398,-5.93716744204493e-005,0.0983,-8.85821165404853e-011,0.2829,-2.39584593351851e-010,0.52,-2.94335529606745e-010,-2.69913144524192e-005,-6.88711423277211e-007,0.329963071716198,0.0640145042947034,0.0405854578210924,0.00787378402824852
1.05736653781505e-005,2.58650453579266,0.0121067102616951,-1.67796471404195e-009,-4.45237641272961e-010,-0.000304414011991816,-8.52859148415907e-005,0.0983,-1.64943931390324e-010,0.2829,-4.46466767636058e-010,0.52,-5.52032612381877e-010,-3.69254196546073e-005,-9.89316612162452e-007,0.456363837242366,0.0885578422697227,0.056132751980811,0.0108926145991759
1.35266201098891e-005,2.8504077120013,0.0151827767364725,-2.6925180747256e-009,-7.38878674730764e-010,-0.000383825037763419,-0.000112870784363095,0.0983,-2.64674526745527e-010,0.2829,-7.16975021079991e-010,0.52,-8.92163154858655e-010,-4.65579770807027e-005,-1.3093010986119e-006,0.581927258357054,0.112952091783853,0.0715770527779176,0.0138931072894139
